References:	 ['ElMiron', 'Mota', 'Ust_Ishim', 'Kostenki14', 'GoyetQ116-1', 'Vestonice16', 'MA1', 'Villabruna', 'EHG', 'CHG', 'Natufian', 'Greece_N', 'Levant_N']
target	feasible	Anatolia_N	Armenia_ChL	Steppe_MLBA	Tunisia_N	Megiddo_MLBA_original	prob	nested-p	nested_p_with_Anatolia_N	nested_p_with_Armenia_ChL	nested_p_with_Steppe_MLBA	nested_p_with_Tunisia_N	nested_p_with_Megiddo_MLBA_original	valid
SelMan_T_7	True	0	1.000	0	0	0	3.48801e-15	0.0	0.0	0	2.3626260806652866e-06	0.01033048587230645	2.7363666887936233e-12	False
SelMan_T_7	True	0	0	1.000	0	0	0	0.0	0.0	0.0	0	0.0	0.0	False
SelMan_T_7	True	0	0	0	1.000	0	0	0.0	0.0	0.0	0.0	0	0.0	False
SelMan_T_7	True	0	0	0	0	1.000	6.88468e-16	0.0	1.0	4.3576253716537394e-13	6.661338147750939e-16	0.0926336554481697	0	True
Birgi_T_14	False	0.811	0.113	0.217	0.059	-0.200	0.0127907	nan	0	0	0	0	0	False
Birgi_T_14	True	0.701	0.012	0.253	0.034	0	0.0144912	0.27392210710812936	0	0	0	0	0.27392210710812936	False
Birgi_T_14	False	0.690	-0.026	0.276	0	0.060	0.0121752	0.19307451935320064	0	0	0	0.19307451935320064	0	False
Birgi_T_14	False	0.967	0.518	0	0.090	-0.576	0.00619021	0.058198245379139646	0	0	0.058198245379139646	0	0	False
Birgi_T_14	False	0.778	0	0.269	0.043	-0.091	0.019586	0.5686182086635947	0	0.5686182086635947	0	0	0	False
Birgi_T_14	False	0	-0.742	0.596	-0.130	1.276	1.19975e-06	5.838054633056089e-07	5.838054633056089e-07	0	0	0	0	False
Birgi_T_14	True	0.716	0.041	0.243	0	0	0.0193451	0.3973252755049539	0	0	0	0.4204704326506813	0.6966313668562334	True
Birgi_T_14	True	0.590	0.400	0	0.009	0	0.000142118	0.0004868765294419042	0	0	0.00017725819548730648	0	0.0006361851447065359	False
Birgi_T_14	False	0.787	0.493	0	0	-0.280	0.0013041	0.008813241257983995	0	0	0.005315046537693324	0.015357373001479102	0	False
Birgi_T_14	True	0.710	0	0.264	0.026	0	0.0158342	0.29449301333262756	0	0.2639348104904491	0	0	0.14538654413575858	False
Birgi_T_14	True	0.704	0	0.265	0	0.032	0.0172439	0.3343723789556149	0	0.48082127038025924	0	0.17193390843252354	0	True
Birgi_T_14	True	0.905	0	0	0.020	0.074	2.75041e-13	3.5860203695392556e-14	0	2.220446049250313e-14	4.218847493575595e-15	0	0	False
Birgi_T_14	False	0	1.497	-0.480	-0.017	0	3.26641e-27	0.0	0.0	0	0	0	0.0	False
Birgi_T_14	False	0	0.780	-0.125	0	0.374	8.21896e-29	0.0	0.0	0	0	0.0	0	False
Birgi_T_14	False	0	0.414	0	-0.073	0.660	5.89192e-13	8.337774914934926e-14	5.229150445984487e-14	0	2.877572069515111e-09	0	0	False
Birgi_T_14	False	0	0	0.261	-0.081	0.820	7.34924e-09	3.4686512551118653e-09	5.112060774692395e-10	0.00018339493056762635	0	0	0	False
Birgi_T_14	True	0.609	0.391	0	0	0	0.000251159	0.0014021513856178336	0	0	0.00021399821141732112	0.5870340853292828	0.013618012046015648	True
Birgi_T_14	True	0.723	0	0.275	0	0	0.0200362	0.36223750055750925	0	0.24510337153185913	0	0.385843756770493	0.3158630259679712	True
Birgi_T_14	True	0.965	0	0	0.035	0	1.18849e-12	3.4705571749782393e-13	0	1.2989831432719257e-11	1.9095836023552692e-14	0	1.0	False
Birgi_T_14	False	-5.181	0	0	0	6.181	0	0.0	0	0.0	0.0	0.0	0	False
Birgi_T_14	False	0	1.398	-0.398	0	0	2.96142e-19	0.0	0.0	0	0	1.0	1.0	False
Birgi_T_14	True	0	0.932	0	0.068	0	1.66158e-23	0.0	0.0	0	1.0	0	9.880984919163893e-14	False
Birgi_T_14	True	0	0.465	0	0	0.535	8.87228e-14	1.9984014443252818e-14	3.5416114485542494e-14	0	1.0	0.009965797884800343	0	False
Birgi_T_14	True	0	0	0.685	0.315	0	0	0.0	0.0	0.0	0	0	0.0	False
Birgi_T_14	True	0	0	0.270	0	0.730	8.44665e-10	5.277651649038262e-10	3.358413547260852e-11	1.0	0	0.007339273953865022	0	False
Birgi_T_14	False	0	0	0	-0.117	1.117	3.92394e-19	0.0	1.5306548473148496e-08	6.426764120881501e-09	1.2223555501122974e-13	0	0	False
Birgi_T_14	True	1.000	0	0	0	0	1.83791e-12	8.970602038971265e-13	0	7.57005569340663e-12	1.4099832412739488e-14	0.2447543367393583	1.0	True
Birgi_T_14	True	0	1.000	0	0	0	1.13553e-23	0.0	0.0	0	6.817637773215424e-07	0.05819824537914009	4.675149156696534e-13	True
Birgi_T_14	True	0	0	1.000	0	0	0	0.0	0.0	0.0	0	0.0	0.0	False
Birgi_T_14	True	0	0	0	1.000	0	0	0.0	0.0	0.0	0.0	0	0.0	False
Birgi_T_14	True	0	0	0	0	1.000	3.30697e-21	0.0	1.0	2.4402180276439367e-10	6.328271240363392e-15	0.00030851113040020195	0	False
Birgi_5	False	0.657	-0.065	0.486	0.033	-0.112	0.640644	nan	0	0	0	0	0	False
Birgi_5	False	0.584	-0.097	0.495	0.018	0	0.633758	0.3239331255314809	0	0	0	0	0.3239331255314809	False
Birgi_5	False	0.592	-0.149	0.525	0	0.032	0.71371	0.6547208460185767	0	0	0	0.6547208460185767	0	False
Birgi_5	False	1.024	0.869	0	0.127	-1.021	0.000196681	3.4640521495710175e-07	0	0	3.4640521495710175e-07	0	0	False
Birgi_5	False	0.669	0	0.459	0.033	-0.161	0.654582	0.3792905753927859	0	0.3792905753927859	0	0	0	False
Birgi_5	False	0	-0.593	0.723	-0.102	0.972	0.0013362	4.4489145571979805e-06	4.4489145571979805e-06	0	0	0	0	False
Birgi_5	False	0.602	-0.107	0.505	0	0	0.749553	0.7107034676198583	0	0	0	1.0	0.48706657317238355	False
Birgi_5	False	0.368	0.661	0	-0.029	0	8.38911e-10	3.632649736573512e-13	0	0	6.17284001691587e-14	0	2.193781067916234e-08	False
Birgi_5	False	0.759	0.841	0	0	-0.600	9.02995e-06	1.96832070642472e-08	0	0	2.845249258420779e-09	0.002037991052764143	0	False
Birgi_5	True	0.548	0	0.447	0.005	0	0.434699	0.1348624377076566	0	0.08153677613094623	0	0	0.07212432275983527	False
Birgi_5	False	0.617	0	0.450	0	-0.067	0.595765	0.31981902181630395	0	0.14924017631488318	0	0.21959743105656293	0	False
Birgi_5	False	1.134	0	0	0.071	-0.205	0	0.0	0	0.0	0.0	0	0	False
Birgi_5	False	0	1.264	-0.197	-0.067	0	1.79819e-30	0.0	0.0	0	0	0	0.0	False
Birgi_5	False	0	1.036	-0.049	0	0.047	5.68867e-27	0.0	0.0	0	0	0.0	0	False
Birgi_5	False	0	0.809	0	-0.063	0.254	1.49637e-15	0.0	6.439293542825908e-15	0	5.551115123125783e-16	0	0	False
Birgi_5	False	0	0	0.451	-0.078	0.627	9.21241e-06	2.0171401549085033e-08	3.916094004630111e-09	0.00014961870335850058	0	0	0	False
Birgi_5	True	0.367	0.633	0	0	0	8.07824e-10	7.135403379265881e-13	0	0	1.6431300764452317e-14	0.1278021633241645	9.056233071236264e-07	True
Birgi_5	True	0.545	0	0.454	0	0	0.507237	0.24066188520961462	0	0.06074230252649071	0	0.6604313849752385	0.1658566603429099	True
Birgi_5	True	0.960	0	0	0.040	0	0	0.0	0	0.0	0.0	0	0.36083070004122786	False
Birgi_5	False	-6.822	0	0	0	7.822	0	0.0	0	0.0	0.0	0.0	0	False
Birgi_5	True	0	0.950	0.049	0	0	1.78738e-16	0.0	0.0	0	0	1.0	1.0	True
Birgi_5	False	0	1.008	0	-0.008	0	2.59957e-16	0.0	2.1530690563764665e-09	0	1.0	0	0.01149591558183749	False
Birgi_5	True	0	0.869	0	0	0.131	3.33952e-16	0.0	4.18554080283684e-14	0	1.0	0.015692560814913215	0	False
Birgi_5	True	0	0	0.806	0.194	0	0	0.0	0.0	1.6194823260207158e-12	0	0	0.0	False
Birgi_5	True	0	0	0.454	0	0.546	9.07233e-07	2.4098067985534044e-09	1.7185630696303633e-10	1.0	0	0.0058206664078108705	0	False
Birgi_5	False	0	0	0	-0.122	1.122	0	0.0	7.788354827731325e-08	0.0	0.0	0	0	False
Birgi_5	True	1.000	0	0	0	0	0	0.0	0	0.0	0.0	0.18764645231569976	1.0	True
Birgi_5	True	0	1.000	0	0	0	7.9973e-16	0.0	7.010111935379371e-09	0	1.0	0.8847789563171028	0.4498618164592363	True
Birgi_5	True	0	0	1.000	0	0	0	0.0	0.0	0.0	0	2.0095036745715333e-14	0.0	False
Birgi_5	True	0	0	0	1.000	0	0	0.0	0.0	0.0	0.0	0	0.0	False
Birgi_5	True	0	0	0	0	1.000	0	0.0	1.0	0.0	0.0	0.00010819702425302058	0	False
Tribunale_T_138	False	0.597	0.407	0.064	0.052	-0.119	0.385649	nan	0	0	0	0	0	False
Tribunale_T_138	True	0.541	0.322	0.100	0.038	0	0.402582	0.3487500489599773	0	0	0	0	0.3487500489599773	False
Tribunale_T_138	True	0.511	0.314	0.101	0	0.074	0.375136	0.2741226175814212	0	0	0	0.2741226175814212	0	True
Tribunale_T_138	False	0.644	0.516	0	0.058	-0.219	0.470801	0.7102774339968443	0	0	0.7102774339968443	0	0	False
Tribunale_T_138	True	0.472	0	0.252	0.003	0.273	0.125567	0.02009065552516054	0	0.02009065552516054	0	0	0	False
Tribunale_T_138	False	0	0.066	0.226	-0.070	0.778	0.000467819	3.866333259994192e-06	3.866333259994192e-06	0	0	0	0	False
Tribunale_T_138	True	0.550	0.380	0.071	0	0	0.423654	0.42998713041923975	0	0	0	0.36812025069351906	0.483036504182081	True
Tribunale_T_138	True	0.497	0.475	0	0.028	0	0.364662	0.30074275926846394	0	0	0.21686440944596952	0	0.13232621210970297	False
Tribunale_T_138	False	0.516	0.504	0	0	-0.020	0.340403	0.25704605700678607	0	0	0.217468226143542	0.1082900549581427	0	False
Tribunale_T_138	True	0.687	0	0.263	0.050	0	0.0602884	0.010097170933155541	0	0.003936232249659666	0	0	0.051652147124376935	False
Tribunale_T_138	True	0.470	0	0.249	0	0.281	0.172381	0.06370450479421563	0	0.037866696102742514	0	0.7482587927006378	0	True
Tribunale_T_138	False	0.650	0	0	-0.008	0.359	1.15213e-10	1.3000711618360583e-13	0	1.4210854715202004e-14	2.0694557179012918e-13	0	0	False
Tribunale_T_138	False	0	1.356	-0.380	0.024	0	3.52626e-15	0.0	0.0	0	0	0	5.440092820663267e-15	False
Tribunale_T_138	False	0	0.708	-0.074	0	0.392	1.67702e-23	0.0	0.0	0	0	0.0	0	False
Tribunale_T_138	False	0	0.483	0	-0.051	0.568	6.73978e-05	8.089732386196147e-07	1.2663229098652806e-07	0	0.009507073077402728	0	0	False
Tribunale_T_138	False	0	0	0.262	-0.072	0.809	0.000758643	1.831115721528942e-05	5.0961581540942547e-05	0.4857170594010728	0	0	0	False
Tribunale_T_138	True	0.527	0.473	0	0	0	0.384345	0.3585041897932917	0	0	0.21536358223456087	0.36518016583203405	0.47687557126758384	True
Tribunale_T_138	True	0.723	0	0.275	0	0	0.036891	0.00682293082932417	0	0.0012054319379914968	0	0.08435137365718326	0.009843506411859937	True
Tribunale_T_138	True	0.945	0	0	0.055	0	1.26888e-10	2.942091015256665e-13	0	1.5765166949677223e-14	4.971578704271451e-13	0	0.15071492870764813	False
Tribunale_T_138	False	-5.465	0	0	0	6.465	0	0.0	0	0.0	0.0	0.0	0	False
Tribunale_T_138	False	0	1.350	-0.350	0	0	8.99714e-10	2.6860735857781037e-12	1.0769163338864018e-13	0	0	1.0	1.0	False
Tribunale_T_138	True	0	0.912	0	0.088	0	2.0026e-12	2.886579864025407e-15	1.1102230246251565e-16	0	1.0	0	6.210654213134603e-11	False
Tribunale_T_138	True	0	0.518	0	0	0.482	3.71635e-05	7.011923240929363e-07	8.538098006383166e-08	0	1.0	0.06753247695822862	0	True
Tribunale_T_138	True	0	0	0.688	0.312	0	0	0.0	0.0	0.0	0	0	0.0	False
Tribunale_T_138	True	0	0	0.273	0	0.727	0.000200298	5.738637876451236e-06	3.454424295390446e-06	1.0	0	0.022111371963166815	0	False
Tribunale_T_138	False	0	0	0	-0.111	1.111	1.73393e-14	0.0	2.635719276722348e-06	2.787770014833768e-13	1.1657341758564144e-14	0	0	False
Tribunale_T_138	True	1.000	0	0	0	0	6.89771e-11	2.517985819849855e-13	0	3.774758283725532e-15	3.554934124849751e-13	0.05647473748334475	1.0	True
Tribunale_T_138	True	0	1.000	0	0	0	1.8963e-13	3.3306690738754696e-16	0.0	0	3.431087591265758e-06	0.005642722056584337	6.842637567672227e-12	False
Tribunale_T_138	True	0	0	1.000	0	0	0	0.0	0.0	0.0	0	0.0	0.0	False
Tribunale_T_138	True	0	0	0	1.000	0	0	0.0	0.0	0.0	0.0	0	0.0	False
Tribunale_T_138	True	0	0	0	0	1.000	3.8526e-16	0.0	1.0	5.995204332975845e-15	6.661338147750939e-16	0.0009600864287385713	0	False
SelMan_T_8	False	0.647	-0.590	0.685	0.049	0.209	0.00600227	nan	0	0	0	0	0	False
SelMan_T_8	False	0.721	-0.386	0.595	0.070	0	0.00554178	0.17506819859317502	0	0	0	0	0.17506819859317502	False
SelMan_T_8	False	0.544	-0.798	0.781	0	0.472	0.012792	1.0	0	0	0	1.0	0	False
SelMan_T_8	False	1.245	0.862	0	0.243	-1.351	5.32215e-08	3.98446433624855e-08	0	0	3.98446433624855e-08	0	0	False
SelMan_T_8	False	0.854	0	0.428	0.116	-0.398	0.000636373	0.00590521910846431	0	0.00590521910846431	0	0	0	False
SelMan_T_8	False	0	-1.471	1.088	-0.134	1.517	0.000510124	0.0043156249766449495	0.0043156249766449495	0	0	0	0	False
SelMan_T_8	False	0.759	-0.352	0.593	0	0	0.00215144	0.04843657833365278	0	0	0	0.040044455989597605	0.010458983920847875	False
SelMan_T_8	True	0.445	0.528	0	0.027	0	2.13391e-16	0.0	0	0	0.0	0	1.5989765067558892e-11	False
SelMan_T_8	False	0.780	0.791	0	0	-0.570	5.57057e-13	2.1871393585115584e-13	0	0	1.7430501486614958e-14	1.1255807774723792e-07	0	False
SelMan_T_8	True	0.561	0	0.396	0.044	0	3.03931e-05	0.00019500214489487355	0	9.437642118625966e-05	0	0	0.002048011163494956	False
SelMan_T_8	False	0.671	0	0.409	0	-0.079	3.77324e-05	0.00025531818661561623	0	3.648514781118273e-05	0	0.002748996072800769	0	False
SelMan_T_8	False	1.342	0	0	0.179	-0.521	1.40515e-30	0.0	0	0.0	0.0	0	0	False
SelMan_T_8	False	0	1.322	-0.274	-0.047	0	0	0.0	0.0	0	0	0	0.0	False
SelMan_T_8	False	0	-1.361	1.048	0	1.313	3.86749e-05	0.0002632253627825598	3.7676301091416065e-05	0	0	0.0038802949873232295	0	False
SelMan_T_8	False	0	0.663	0	-0.028	0.365	1.56906e-25	0.0	0.0	0	0.0	0	0	False
SelMan_T_8	False	0	0	0.402	-0.046	0.645	2.73525e-13	9.958700530887654e-14	4.770628336814298e-13	6.368239269249898e-13	0	0	0	False
SelMan_T_8	True	0.466	0.534	0	0	0	5.23157e-16	2.220446049250313e-16	0	0	1.1102230246251565e-16	0.4362978681924101	2.3652035334054133e-05	True
SelMan_T_8	True	0.586	0	0.413	0	0	2.91783e-05	0.00026709432758020846	0	0.00031249069418093356	0	0.16108617096500388	0.11362965866038988	True
SelMan_T_8	True	0.913	0	0	0.087	0	0	0.0	0	0.0	0.0	0	0.03602332795998697	False
SelMan_T_8	False	-9.954	0	0	0	10.954	0	0.0	0	0.0	0.0	0.0	0	False
SelMan_T_8	False	0	1.042	-0.042	0	0	1.42421e-27	0.0	0.0	0	0	1.0	0.0	False
SelMan_T_8	True	0	0.955	0	0.045	0	8.1537e-27	0.0	1.7674750552032492e-13	0	1.0	0	0.0024347387112655383	False
SelMan_T_8	True	0	0.738	0	0	0.262	1.74981e-25	0.0	7.771561172376096e-16	0	0.0	0.10257782489688094	0	True
SelMan_T_8	True	0	0	0.756	0.244	0	0	0.0	0.0	1.8036965254708548e-09	0	0	0.0	False
SelMan_T_8	True	0	0	0.405	0	0.595	2.60039e-13	1.7863488466218769e-13	1.261091231441469e-11	1.2224221634937749e-11	0	0.1107139883138305	0	True
SelMan_T_8	False	0	0	0	-0.095	1.095	0	0.0	4.349320903429543e-11	2.220446049250313e-16	0.0	0	0	False
SelMan_T_8	True	1.000	0	0	0	0	0	0.0	0	0.0	0.0	0.0048621796990694355	1.0	False
SelMan_T_8	True	0	1.000	0	0	0	1.59481e-26	0.0	1.1612932837579137e-13	0	1.0	0.231438314594273	0.004792822016900566	True
SelMan_T_8	True	0	0	1.000	0	0	0	0.0	0.0	0.0	0	0.0	0.0	False
SelMan_T_8	True	0	0	0	1.000	0	0	0.0	0.0	0.0	0.0	0	0.0	False
SelMan_T_8	True	0	0	0	0	1.000	0	0.0	1.0	0.0	0.0	0.005918337991623002	0	False
SelMan_T_12	False	0.632	0.451	0.047	0.009	-0.139	0.0864956	nan	0	0	0	0	0	False
SelMan_T_12	True	0.572	0.330	0.098	0.000	0	0.0887196	0.2618404618401192	0	0	0	0	0.2618404618401192	False
SelMan_T_12	False	0.639	0.454	0.042	0	-0.136	0.139043	1.0	0	0	0	1.0	0	False
SelMan_T_12	False	0.673	0.527	0	0.012	-0.213	0.138476	1.0	0	0	1.0	0	0	False
SelMan_T_12	False	0.527	0	0.258	-0.018	0.233	0.0223363	0.018671750479763327	0	0.018671750479763327	0	0	0	False
SelMan_T_12	False	0	-0.002	0.264	-0.105	0.843	1.85048e-05	9.474786133445434e-07	9.474786133445434e-07	0	0	0	0	False
SelMan_T_12	True	0.571	0.332	0.096	0	0	0.132254	0.5565490344104652	0	0	0	1.0	0.23013934044341655	True
SelMan_T_12	False	0.525	0.485	0	-0.010	0	0.0905571	0.2855037828675351	0	0	0.26393481049044976	0	0.09664823731222871	False
SelMan_T_12	False	0.632	0.536	0	0	-0.168	0.171496	0.900324522586266	0	0	0.48932963374476834	0.496225246663344	0	False
SelMan_T_12	True	0.712	0	0.266	0.021	0	0.0135796	0.014321405110810592	0	0.007157550099947563	0	0	0.08534794078719499	False
SelMan_T_12	True	0.565	0	0.255	0	0.179	0.0316399	0.05145745135884949	0	0.012760604178504997	0	0.5260581770682055	0	True
SelMan_T_12	False	0.624	0	0	-0.014	0.390	1.35562e-11	1.674216321134736e-13	0	1.509903313490213e-14	2.857714065385153e-13	0	0	False
SelMan_T_12	False	0	1.390	-0.358	-0.032	0	1.55471e-13	1.2212453270876722e-15	2.220446049250313e-16	0	0	0	2.252431574589764e-11	False
SelMan_T_12	False	0	1.124	-0.240	0	0.161	4.53941e-21	0.0	0.0	0	0	0.0	0	False
SelMan_T_12	False	0	0.510	0	-0.089	0.579	2.36393e-06	1.8777901833466615e-07	2.293147083332059e-08	0	0.008410083859177186	0	0	False
SelMan_T_12	False	0	0	0.268	-0.101	0.832	2.97708e-05	4.155823310258988e-06	1.146703782639591e-05	0.3864762307712325	0	0	0	False
SelMan_T_12	True	0.534	0.466	0	0	0	0.110289	0.3770593932833397	0	0	0.16541637262080766	0.4428060732354516	0.0893525156303	True
SelMan_T_12	True	0.719	0	0.279	0	0	0.0173771	0.026396171944785385	0	0.004532817713978732	0	0.390623583072056	0.06949110799510283	True
SelMan_T_12	True	0.948	0	0	0.052	0	1.05729e-11	2.498001805406602e-13	0	1.3988810110276972e-14	2.9409807922320397e-13	0	0.08841486251636921	False
SelMan_T_12	False	-4.774	0	0	0	5.774	0	0.0	0	0.0	0.0	0.0	0	False
SelMan_T_12	False	0	1.323	-0.323	0	0	6.67065e-10	2.6067037417476513e-11	8.728573419602981e-13	0	0	1.0	1.0	False
SelMan_T_12	True	0	0.981	0	0.019	0	1.16649e-13	1.6653345369377348e-15	1.1102230246251565e-16	0	0.07906585290445223	0	1.620349410202948e-10	False
SelMan_T_12	True	0	0.546	0	0	0.454	1.26658e-07	1.0608387834842858e-08	2.814891653102336e-10	0	1.0	0.0026514898365521677	0	False
SelMan_T_12	True	0	0	0.722	0.278	0	0	0.0	0.0	0.0	0	0	0.0	False
SelMan_T_12	True	0	0	0.272	0	0.728	1.02537e-06	1.2289639783613637e-07	7.060695705884967e-08	1.0	0	0.0014044065375311554	0	False
SelMan_T_12	False	0	0	0	-0.115	1.115	7.54215e-15	1.1102230246251565e-16	1.2424002658217859e-05	7.256084622042636e-12	3.0886404545071855e-13	0	0	False
SelMan_T_12	True	1.000	0	0	0	0	7.72708e-12	2.90878432451791e-13	0	4.107825191113079e-15	9.259260025373806e-14	0.08285446332196833	1.0	True
SelMan_T_12	True	0	1.000	0	0	0	3.86361e-13	1.0658141036401503e-14	1.1102230246251565e-16	0	1.1383257826902415e-05	1.0	1.9557524932878323e-08	True
SelMan_T_12	True	0	0	1.000	0	0	0	0.0	0.0	0.0	0	0.0	0.0	False
SelMan_T_12	True	0	0	0	1.000	0	0	0.0	0.0	0.0	0.0	0	0.0	False
SelMan_T_12	True	0	0	0	0	1.000	1.13143e-16	0.0	1.0	1.7968959653558159e-12	1.3888890038060708e-13	0.0006019297822141834	0	False
Tribunale_T_128	False	0.545	0.253	0.127	0.295	-0.221	0.122377	nan	0	0	0	0	0	False
Tribunale_T_128	True	0.425	0.143	0.168	0.263	0	0.0991801	0.15678129410254915	0	0	0	0	0.15678129410254915	False
Tribunale_T_128	False	-0.371	-1.557	0.927	0	1.996	2.52418e-13	3.3306690738754696e-16	0	0	0	3.3306690738754696e-16	0	False
Tribunale_T_128	False	0.612	0.495	0	0.308	-0.415	0.127211	0.2816730281941975	0	0	0.2816730281941975	0	0	False
Tribunale_T_128	True	0.466	0	0.238	0.272	0.024	0.0850594	0.11283919285217647	0	0.11283919285217647	0	0	0	False
Tribunale_T_128	False	0	-0.176	0.315	0.188	0.673	0.000217907	1.2620845784794277e-05	1.2620845784794277e-05	0	0	0	0	False
Tribunale_T_128	True	0.499	0.438	0.063	0	0	9.93571e-14	4.440892098500626e-16	0	0	0	1.1102230246251565e-16	0.03280360239635949	False
Tribunale_T_128	True	0.350	0.399	0	0.251	0	0.0142229	0.0087736707726902	0	0	0.006284018004230285	0	0.003936232249659666	False
Tribunale_T_128	True	0.258	0.430	0	0	0.313	3.79194e-13	1.7763568394002505e-15	0	0	0.2063288731180145	3.3306690738754696e-16	0	False
Tribunale_T_128	True	0.488	0	0.240	0.272	0	0.0891424	0.15897632296821684	0	0.1958571905777029	0	0	0.2806375177058844	False
Tribunale_T_128	True	0.064	0	0.232	0	0.705	1.18267e-09	1.491728962577099e-11	0	1.0	0	5.959011062373065e-12	0	False
Tribunale_T_128	True	0.630	0	0	0.277	0.093	1.73363e-10	1.68454139526375e-12	0	3.235189893757706e-13	6.449285550047534e-13	0	0	False
Tribunale_T_128	False	0	0.874	-0.127	0.253	0	1.82564e-13	7.771561172376096e-16	2.220446049250313e-16	0	0	0	1.2131406990079086e-12	False
Tribunale_T_128	False	0	-2.393	1.329	0	2.007	3.22131e-22	0.0	7.6243455993108e-12	0	0	0.0	0	False
Tribunale_T_128	True	0	0.460	0	0.214	0.326	2.21863e-06	9.951076573866402e-08	2.467182336207685e-08	0	0.0002831037882875531	0	0	False
Tribunale_T_128	True	0	0	0.244	0.198	0.558	0.000284211	4.140950972530977e-05	2.6273795129871935e-05	0.2905653497678914	0	0	0	False
Tribunale_T_128	True	0.480	0.520	0	0	0	1.71817e-13	1.5543122344752192e-15	0	0	0.26701843800985525	2.4424906541753444e-15	0.04063911879318938	False
Tribunale_T_128	True	0.713	0	0.286	0	0	1.40478e-15	0.0	0	0.0005658782554291975	0	0.0	9.687366020472155e-09	False
Tribunale_T_128	True	0.704	0	0	0.296	0	4.99217e-10	1.0857426069321718e-11	0	2.423095057935143e-11	1.2609913113692528e-12	0	1.0	False
Tribunale_T_128	False	-9.849	0	0	0	10.849	0	0.0	0	0.0	0.0	0.0	0	False
Tribunale_T_128	False	0	1.271	-0.272	0	0	1.64641e-20	0.0	1.430367491117579e-09	0	0	7.18408332822662e-10	1.0	False
Tribunale_T_128	True	0	0.713	0	0.287	0	5.02474e-08	2.103548890630691e-09	5.9559698284417095e-09	0	1.0	0	0.0008749941992833854	False
Tribunale_T_128	True	0	0.408	0	0	0.592	7.32368e-14	5.551115123125783e-16	0.013587216520330014	0	1.0	1.0314038512149182e-10	0	False
Tribunale_T_128	True	0	0	0.516	0.484	0	5.76263e-28	0.0	0.0	0.0	0	0	0.0	False
Tribunale_T_128	True	0	0	0.241	0	0.759	2.91085e-09	8.016654007292345e-11	0.712290387672762	1.0	0	4.7677354619857226e-08	0	False
Tribunale_T_128	True	0	0	0	0.189	0.811	3.10156e-14	2.220446049250313e-16	3.191238205801916e-06	3.884859101077609e-11	8.304468224196171e-14	0	0	False
Tribunale_T_128	True	1.000	0	0	0	0	1.81452e-27	0.0	0	0.0	3.6637359812630166e-15	0.0	1.0	False
Tribunale_T_128	True	0	1.000	0	0	0	1.04152e-22	0.0	2.51687559682523e-12	0	0.0002216534165677686	0.0	6.632916438320535e-12	False
Tribunale_T_128	True	0	0	1.000	0	0	0	0.0	0.0	0.0	0	0.0	0.0	False
Tribunale_T_128	True	0	0	0	1.000	0	0	0.0	0.0	0.0	0.0	0	0.0	False
Tribunale_T_128	True	0	0	0	0	1.000	5.68877e-18	0.0	1.0	1.317154089131023e-06	5.752953669002636e-12	3.5604977584036135e-06	0	False
Mozia_1	False	0.523	0.184	0.183	0.250	-0.141	0.474397	nan	0	0	0	0	0	False
Mozia_1	True	0.440	0.131	0.201	0.228	0	0.464963	0.29121408726035847	0	0	0	0	0.29121408726035847	False
Mozia_1	False	-0.331	-1.426	0.905	0	1.849	7.22661e-11	1.6209256159527285e-14	0	0	0	1.6209256159527285e-14	0	False
Mozia_1	False	0.645	0.525	0	0.275	-0.445	0.304823	0.08326451666355039	0	0	0.08326451666355039	0	0	False
Mozia_1	True	0.468	0	0.269	0.235	0.029	0.449524	0.25845758057206736	0	0.25845758057206736	0	0	0	False
Mozia_1	False	0	-0.174	0.353	0.150	0.671	0.00570663	7.677887907853176e-05	7.677887907853176e-05	0	0	0	0	False
Mozia_1	True	0.445	0.530	0.025	0	0	1.85071e-10	1.4055423491754482e-13	0	0	0	2.531308496145357e-14	0.627840934476509	False
Mozia_1	True	0.352	0.442	0	0.205	0	0.0398155	0.003273158035589918	0	0	0.0013088520613491195	0	0.003662497743460391	False
Mozia_1	True	0.172	0.491	0	0	0.336	1.85774e-09	1.9367840664585856e-12	0	0	1.0	9.523493105234593e-13	0	False
Mozia_1	True	0.491	0	0.272	0.236	0	0.411556	0.25347248557684343	0	0.2015647902871638	0	0	0.2256615139236955	False
Mozia_1	True	0.035	0	0.257	0	0.707	2.18818e-06	7.585707173518585e-09	0	1.0	0	1.8581869376532723e-09	0	False
Mozia_1	True	0.735	0	0	0.246	0.019	1.49654e-11	8.326672684688674e-15	0	3.6637359812630166e-15	1.5543122344752192e-15	0	0	False
Mozia_1	False	0	0.978	-0.160	0.182	0	6.59395e-15	0.0	0.0	0	0	0	3.3306690738754696e-16	False
Mozia_1	False	0	-1.812	1.107	0	1.643	3.28897e-20	0.0	2.0380364063044e-12	0	0	0.0	0	False
Mozia_1	True	0	0.510	0	0.152	0.338	1.51332e-05	7.981934047052164e-08	5.0774181858948e-08	0	3.63892072237082e-05	0	0	False
Mozia_1	True	0	0	0.281	0.155	0.564	0.00702499	0.0002443277490966622	8.899060818079452e-05	0.3177949337379079	0	0	0	False
Mozia_1	True	0.450	0.550	0	0	0	4.01705e-10	6.873390745454344e-13	0	0	0.4812629800553947	3.774980328330457e-12	0.016563921129101544	False
